ID,Label,Conditions,Formula
7949,Travel outside district/council within the last month,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND (((7823 = 6181) OR (7807 = 6147))),
7957,"1-2y, >=2y",(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7971 = 6527 AND (7878 = 6312 AND (8094 = 6810 AND (8405 = 7025)) OR (10076 = 8485 AND (8094 = 6811 AND (8405 = 7025)))))) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7656 = 5860 AND (8002 = 6610)) OR (8002 = 6611)),ToMonth
7971,Weight categories for Artemeter-Lumefantrine,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7878 = 6312 AND (8094 = 6810) OR (10076 = 8485 AND (8094 = 6811)))) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7878 = 6312 AND (8094 = 6810 AND (8405 = 7025)) OR (10076 = 8485 AND (8094 = 6811 AND (8405 = 7025))))),[BM1]
8405,"Transfer to nearby clinic to perform mRDT within 2 hours possible (Patient stable, and no severe diagnosis)?",(8341 = 6912 AND AGE > 60 AND AGE < 5479),
7960,"<6m, >=6m - <12m, >=12m",(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7971 = 6529 AND (7878 = 6312 AND (8094 = 6810 AND (8405 = 7025)) OR (10076 = 8485 AND (8094 = 6811 AND (8405 = 7025)))))) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7971 = 6527 AND (7878 = 6312 AND (8094 = 6810) OR (10076 = 8485 AND (8094 = 6811))))) OR (7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((8459 = 7082 AND (8041 = 6691))) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7969 = 6523 AND (7959 = 6499) OR (7959 = 6500) OR (7959 = 6501))),ToMonth
7947,<3m/3-35m/>=36m,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7971 = 6528 AND (7878 = 6312 AND (8094 = 6810 AND (8405 = 7025)) OR (10076 = 8485 AND (8094 = 6811 AND (8405 = 7025)))))) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7971 = 6528 AND (7878 = 6312 AND (8094 = 6810) OR (10076 = 8485 AND (8094 = 6811))))) OR (8342 = 6913 AND AGE > 1095 AND AGE < 5479) OR (8346 = 6919 AND AGE > 60 AND AGE < 5479),ToMonth
10076,Has the child completed 3 days of antimalarial treatment (without vomiting) in the last 2 weeks?,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((8094 = 6811)) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((8094 = 6811 AND (8405 = 7025))),
7882,Number of loose or liquid stools over the past 24 hours,((7647 = 5841)) AND () OR ((7647 = 5841)) AND () OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7647 = 5841)) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7647 = 5841)) OR (7875 = 6307 AND AGE > 60 AND AGE < 5479) AND ((7647 = 5841)),
8026,Vomiting everything,((7878 = 6313 AND ((7823 = 6181) OR (7807 = 6147) AND (7671 = 5892)))) AND () OR ((7878 = 6313)) AND () OR ((7878 = 6313)) AND () OR (8341 = 6912 AND AGE > 60 AND AGE < 5479),
8391,Stiff neck,((7876 = 6309 AND (7853 = 6261 AND ((7734 = 6015 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7832 = 6201 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7838 = 6218 AND ((7823 = 6181) OR (7807 = 6147))) OR (7837 = 6215 AND (7838 = 6216 AND ((7823 = 6181) OR (7807 = 6147)))) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (8356 = 6928) OR (7835 = 6208 AND (8355 = 6926 AND (8356 = 6927))) OR (7378 = 5397) OR (7832 = 6200 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) AND ((7823 = 6181) OR (7807 = 6147)))) OR (7881 = 6319 AND ((7734 = 6015 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7832 = 6201 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7838 = 6218 AND ((7823 = 6181) OR (7807 = 6147))) OR (7837 = 6215 AND (7838 = 6216 AND ((7823 = 6181) OR (7807 = 6147)))) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (8356 = 6928) OR (7835 = 6208 AND (8355 = 6926 AND (8356 = 6927))) OR (7378 = 5397) OR (7832 = 6200 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) AND ((7823 = 6181) OR (7807 = 6147)))))) AND () OR (8341 = 6912 AND AGE > 365 AND AGE < 2191) AND ((((11937 = 10390 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661)))) OR (11937 = 10389 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661))))) OR (((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7378 = 5397) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7734 = 6015 AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7832 = 6201 AND (8355 = 6926 AND (8356 = 6927))) OR (7832 = 6200 AND (8355 = 6926 AND (8356 = 6927))) OR (8356 = 6928) OR (7835 = 6208 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) AND (7835 = 6209 AND (7819 = 6173 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199))))) OR (7819 = 6172 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199)))))))) OR (8372 = 6950 AND AGE > 1826) AND ((7853 = 6261 AND (((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7378 = 5397) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7734 = 6015 AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7832 = 6201 AND (8355 = 6926 AND (8356 = 6927))) OR (7832 = 6200 AND (8355 = 6926 AND (8356 = 6927))) OR (8356 = 6928) OR (7835 = 6208 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))) AND ((7823 = 6181) OR (7807 = 6147) AND (7670 = 5888)))) OR (7881 = 6319 AND (((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))))) OR (7378 = 5397) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7734 = 6015 AND (7835 = 6209 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927))))) OR (7832 = 6201 AND (8355 = 6926 AND (8356 = 6927))) OR (7832 = 6200 AND (8355 = 6926 AND (8356 = 6927))) OR (8356 = 6928) OR (7835 = 6208 AND (7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))) AND ((7823 = 6181) OR (7807 = 6147) AND (7670 = 5888))))) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7537 = 5634 AND ((7823 = 6181) OR (7807 = 6147)))),
7832,Age < 12 months OR >= 6 years,((7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) AND (((7871 = 6297) OR (8397 = 7006 AND (7878 = 6313) OR (7647 = 5841)) OR (8397 = 7005 AND (7878 = 6313) OR (7647 = 5841)) OR ((7841 = 6229) OR (7882 = 6320) OR (7841 = 6227) OR (7882 = 6322) OR (7882 = 6323) OR (7841 = 6230) OR (7883 = 6325) OR (7883 = 6326) OR (7883 = 6328) OR (7882 = 6321) AND (((7647 = 5841) AND (8026 = 6661) OR (7878 = 6313 AND (8026 = 6660))) AND (7647 = 5841) OR (7878 = 6313))) OR (8026 = 6661 AND (7878 = 6313)) OR (8063 = 6736 AND (7878 = 6313) OR (7647 = 5841))) AND () OR ((8397 = 7006 AND (7878 = 6313) OR (7647 = 5841)) OR (8397 = 7005 AND (7878 = 6313) OR (7647 = 5841)) OR ((7841 = 6229) OR (7882 = 6320) OR (7841 = 6227) OR (7882 = 6322) OR (7882 = 6323) OR (7841 = 6230) OR (7883 = 6325) OR (7883 = 6326) OR (7883 = 6328) OR (7882 = 6321) AND (((7647 = 5841) AND (8026 = 6661) OR (7878 = 6313 AND (8026 = 6660))) AND (7878 = 6313) OR (7647 = 5841))) OR (8026 = 6661 AND (7878 = 6313)) OR (8063 = 6736 AND (7647 = 5841) OR (7878 = 6313)) OR (7871 = 6297)) AND () OR (((7823 = 6181) OR (7807 = 6147))) AND () OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479)) OR ((8355 = 6926 AND (8356 = 6927))) AND ((8372 = 6950 AND AGE > 1826) AND (((7823 = 6181) OR (7807 = 6147) AND (7670 = 5888)))) OR (8341 = 6912 AND AGE > 365 AND AGE < 2191) OR (8371 = 6948 AND AGE > 4382) AND ((8053 = 6714 AND (8000 = 6606 AND (7834 = 6205)))),ToMonth
7835,Number of convulsions in present illness,((7832 = 6199 AND (8355 = 6926 AND (8356 = 6927)))) AND ((8372 = 6950 AND AGE > 1826) AND (((7823 = 6181) OR (7807 = 6147) AND (7670 = 5888)))) OR (8341 = 6912 AND AGE > 365 AND AGE < 2191) AND ((7819 = 6173 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199))))) OR (7819 = 6172 AND ((7823 = 6181) OR (7807 = 6147) AND (8355 = 6926 AND (8356 = 6927 AND (7832 = 6199)))))) OR ((8355 = 6926 AND (8356 = 6927))) AND (((7871 = 6297) OR (8397 = 7006 AND (7878 = 6313) OR (7647 = 5841)) OR (8397 = 7005 AND (7878 = 6313) OR (7647 = 5841)) OR ((7841 = 6229) OR (7882 = 6320) OR (7841 = 6227) OR (7882 = 6322) OR (7882 = 6323) OR (7841 = 6230) OR (7883 = 6325) OR (7883 = 6326) OR (7883 = 6328) OR (7882 = 6321) AND (((7647 = 5841) AND (8026 = 6661) OR (7878 = 6313 AND (8026 = 6660))) AND (7647 = 5841) OR (7878 = 6313))) OR (8026 = 6661 AND (7878 = 6313)) OR (8063 = 6736 AND (7878 = 6313) OR (7647 = 5841))) AND () OR ((8397 = 7006 AND (7878 = 6313) OR (7647 = 5841)) OR (8397 = 7005 AND (7878 = 6313) OR (7647 = 5841)) OR ((7841 = 6229) OR (7882 = 6320) OR (7841 = 6227) OR (7882 = 6322) OR (7882 = 6323) OR (7841 = 6230) OR (7883 = 6325) OR (7883 = 6326) OR (7883 = 6328) OR (7882 = 6321) AND (((7647 = 5841) AND (8026 = 6661) OR (7878 = 6313 AND (8026 = 6660))) AND (7878 = 6313) OR (7647 = 5841))) OR (8026 = 6661 AND (7878 = 6313)) OR (8063 = 6736 AND (7647 = 5841) OR (7878 = 6313)) OR (7871 = 6297)) AND () OR (((7823 = 6181) OR (7807 = 6147))) AND () OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479)),
7995,Are Ampicillin AND Gentamicin available ?,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7982 = 6565)) OR (8342 = 6913 AND AGE > 60 AND AGE < 5479) OR (8352 = 6924 AND AGE > 1 AND AGE < 29) AND ((7634 = 5813)) OR (8073 = 6757 AND AGE > 7 AND AGE < 60) AND ((7634 = 5813)) OR (8073 = 6757 AND AGE > 7 AND AGE < 60) AND ((7634 = 5813)) OR (8073 = 6757 AND AGE > 7 AND AGE < 60) AND ((7634 = 5813)) OR (8352 = 6924 AND AGE > 1 AND AGE < 60) AND ((7634 = 5813)) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479),
8047,Wheezing,(8343 = 6916 AND AGE > 60 AND AGE < 5479) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479),
8408,Has the infant previously been diagnosed with pneumonia and completed three or more days of antibiotics?,(8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((8094 = 6811 AND (7459 = 5526) OR (7919 = 6407))),
7844,Tooth pain,((7639 = 5825)) AND (((8342 = 6913 AND ((7823 = 6181) OR (7807 = 6147)))) AND ((8341 = 6912 AND AGE > 60 AND AGE < 5479) AND ((7647 = 5840 AND (7855 = 6264 AND (7818 = 6170 AND (7817 = 6168 AND (((11937 = 10390 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661)))) OR (11937 = 10389 AND (8356 = 6927 AND (7378 = 5396 AND (7871 = 6297) OR (8026 = 6661))))) OR ((7734 = 6015 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((8434 = 7045 AND (7842 = 6235)) OR (7833 = 6204 AND (7842 = 6234)) OR (7451 = 5519 AND (7569 = 5684 AND (7842 = 6234) OR (7842 = 6235))) OR (7839 = 6221 AND (7842 = 6233)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7819 = 6174 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR (7819 = 6171 AND ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) OR ((7459 = 5526 AND (7368 = 5377) OR (7368 = 5379)) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (7832 = 6201 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7823 = 6181) OR (7807 = 6147) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR ((7838 = 6218 AND ((7823 = 6181) OR (7807 = 6147))) OR (7837 = 6215 AND (7838 = 6216 AND ((7823 = 6181) OR (7807 = 6147)))) AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927)))) OR (8356 = 6928) OR (7835 = 6208 AND (8355 = 6926 AND (8356 = 6927))) OR (7378 = 5397) OR (7832 = 6200 AND (7835 = 6209 AND (8355 = 6926 AND (8356 = 6927))))) AND ((7823 = 6181) OR (7807 = 6147)))))))))) OR (8342 = 6913 AND AGE > 60 AND AGE < 5479) AND ((7639 = 5825 AND (7671 = 5892))),
8112,Has the patient already completed 5 days of antibiotic eye drops without improvement?,(7803 = 6140 AND AGE > 60 AND AGE < 1826) AND ((8094 = 6811)) OR (7803 = 6140 AND AGE > 1826 AND AGE < 5479) AND ((8094 = 6811)),
10075,Is Gentamicin IM available?,(8341 = 6912 AND AGE > 60 AND AGE < 5479) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479) OR (8372 = 6950 AND AGE > 1826) OR (7875 = 6307 AND AGE > 60 AND AGE < 5479) AND (((7889 = 6340) OR (8026 = 6661) OR (7879 = 6315) AND ((7823 = 6181) OR (7807 = 6147)))) OR (8343 = 6916 AND AGE > 60 AND AGE < 5479) OR (8343 = 6916 AND AGE > 60 AND AGE < 5479) AND ((8019 = 6647)) OR (8343 = 6916 AND AGE > 60 AND AGE < 5479) AND ((8019 = 6647)) OR (8346 = 6919 AND AGE > 60 AND AGE < 5479) OR (8341 = 6912 AND AGE > 60 AND AGE < 5479),
8406,Are Ciprofloxacin eye drops available ?,(7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((7993 = 6592)) OR (7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((7993 = 6592)) OR (7803 = 6140 AND AGE > 60 AND AGE < 1826) AND ((7993 = 6592)) OR (7803 = 6140 AND AGE > 1826 AND AGE < 5479) AND ((7993 = 6592)),
7826,Red eye,(7803 = 6140 AND AGE > 60 AND AGE < 5479) OR (7803 = 6140 AND AGE > 60 AND AGE < 5479) OR (7803 = 6140 AND AGE > 60 AND AGE < 5479) OR (7803 = 6140 AND AGE > 60 AND AGE < 1826) AND ((7842 = 6234) OR (7842 = 6235)) OR (7803 = 6140 AND AGE > 1826 AND AGE < 5479) AND ((7842 = 6233)),
7816,Foreign body in eye,(7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((7826 = 6188)) OR (7803 = 6140 AND AGE > 60 AND AGE < 1826) AND ((7826 = 6188 AND (7842 = 6234) OR (7842 = 6235))) OR (7803 = 6140 AND AGE > 1826 AND AGE < 5479) AND ((7826 = 6188 AND (7842 = 6233))) OR (7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((7826 = 6188)),
7831,Purulent discharge from eye / Sticky eye,(7803 = 6140 AND AGE > 1826 AND AGE < 5479) AND ((7816 = 6166 AND (7826 = 6188 AND (7842 = 6233)))) OR (7803 = 6140 AND AGE > 60 AND AGE < 1826) AND ((7816 = 6166 AND (7826 = 6188 AND (7842 = 6234) OR (7842 = 6235)))),
7993,Are Chloramphenicol eye drops available ?,(7803 = 6140 AND AGE > 60 AND AGE < 5479) OR (7803 = 6140 AND AGE > 60 AND AGE < 5479) OR (7803 = 6140 AND AGE > 60 AND AGE < 1826) OR (7803 = 6140 AND AGE > 1826 AND AGE < 5479),
10448,"Warm, tender swelling around eye",(7803 = 6140 AND AGE > 60 AND AGE < 5479),
7809,Pain in eye ,(7803 = 6140 AND AGE > 60 AND AGE < 5479) AND ((10448 = 8666)) OR (7803 = 6140 AND AGE > 60 AND AGE < 5479),
